Round,Hteam,Ateam,Hscore,Ascore,HorA,WorL,Date,Wether,Grass_condition,Spectators,temperature,TimeLine1,TimeLine2,TimeLine3,TimeLine4,TimeLine5,TimeLine6,Attack_CBP,Pass_CBP,Cross_CBP,Dribble_CBP,Shots_CBP,Score_CBP,Seizure,Diffence,Save_CBP,Expect_Goal,Shots,Shots_Success,On_Target,PK,Pass,Pass_Success,Cross,Cross_Success,D_FK,I_FK,CK,Throwing,Throwing_Success,Dribble,Dribble_Success,Tackle,Tackle_Success,Clear,Intercept,OffSide,Yellow,Red,Approach_30m,Approach_Penalty,Attack_Num,Chances,Control
第4節,横浜ＦＣ,ベガルタ仙台,1,1,1,1,2020.7.12 18:00 Kick Off,晴のち曇,全面良芝,"2,235人",24.7℃,69.1%,62.9%,65.6%,52.5%,47.0%,56.5%,15.69,13.24,0.53,1.92,3.35,3.42,71.35,16.29,0.34,0.549,6,(16.7%),2,0,559,(78.4%),15,(6.7%),15,1,3,22,(77.3%),14,(64.3%),16,(56.3%),24,1,3,0,0,47,9,122,4.9%,59.3%
第5節,横浜ＦＣ,川崎フロンターレ,1,5,1,0,2020.7.18 18:00 Kick Off,曇,全面良芝,"2,733人",23℃,67.0%,35.1%,54.1%,71.5%,43.2%,36.8%,18.46,13.46,3.05,1.95,2.47,2.63,91.13,14.61,0.63,0.959,10,(10.0%),2,0,597,(85.1%),14,(42.9%),6,2,2,15,(86.7%),20,(50.0%),19,(63.2%),23,4,1,0,0,46,12,103,9.7%,51.1%
第6節,横浜Ｆ・マリノス,横浜ＦＣ,4,0,0,0,2020.7.22 19:00 Kick Off,晴,全面良芝,"4,819人",26.6℃,51.9%,45.9%,45.0%,45.5%,44.1%,48.3%,11.62,9.97,0.53,1.13,6.90,0.00,112.94,15.37,0.37,0.861,12,(0.0%),3,0,486,(74.3%),16,(6.3%),16,3,7,27,(88.9%),15,(53.3%),24,(58.3%),14,0,5,2,0,33,8,137,8.8%,46.9%
第7節,横浜ＦＣ,浦和レッズ,0,2,1,0,2020.7.26 18:00 Kick Off,晴,全面良芝,"2,580人",26.5℃,55.7%,41.5%,54.7%,57.6%,49.3%,64.8%,18.77,15.33,2.62,0.83,4.62,0.00,56.56,13.30,0.14,0.927,15,(0.0%),2,0,569,(84.5%),19,(26.3%),10,2,5,19,(94.7%),8,(25.0%),10,(40.0%),18,1,1,0,0,48,18,96,15.6%,54.2%
第8節,横浜ＦＣ,サンフレッチェ広島,0,2,1,0,2020.8.1 18:00 Kick Off,晴,全面良芝,"2,528人",27.5℃,48.9%,38.0%,51.0%,58.4%,49.8%,56.6%,13.14,11.79,0.97,0.38,2.09,0.00,66.98,13.50,0.27,0.293,7,(0.0%),2,0,540,(82.4%),13,(15.4%),17,0,3,22,(81.8%),5,(20.0%),12,(91.7%),16,1,0,1,0,43,10,102,6.9%,51.1%
第9節,ガンバ大阪,横浜ＦＣ,2,1,0,0,2020.8.8 19:00 Kick Off,曇,全面良芝,"4,638人",30.1℃,43.1%,46.3%,51.3%,48.0%,50.5%,48.9%,15.07,13.60,1.03,0.44,11.87,2.63,64.10,18.22,0.37,1.278,16,(6.3%),8,0,534,(86.3%),9,(22.2%),8,3,2,11,(81.8%),10,(40.0%),12,(66.7%),16,0,3,0,0,39,9,95,16.8%,48.1%
第10節,横浜ＦＣ,湘南ベルマーレ,4,2,1,3,2020.8.15 18:00 Kick Off,晴,全面良芝,"2,938人",31.6℃,54.2%,56.2%,64.2%,43.9%,35.5%,44.8%,15.77,13.39,1.08,1.29,12.77,9.93,58.75,17.40,0.39,1.63,14,(28.6%),6,1,516,(86.0%),7,(28.6%),5,1,5,16,(81.3%),5,(60.0%),11,(81.8%),30,0,3,1,0,43,19,97,14.4%,50%
第11節,横浜ＦＣ,鹿島アントラーズ,1,0,1,3,2020.8.19 19:00 Kick Off,晴,全面良芝,"2,773人",28℃,40.4%,47.7%,52.7%,33.1%,34.9%,31.0%,9.28,7.89,0.00,1.39,1.43,2.57,75.34,19.05,0.67,0.367,3,(33.3%),1,0,342,(71.1%),9,(0.0%),14,1,1,26,(73.1%),10,(60.0%),23,(56.5%),28,1,2,2,0,21,6,128,2.3%,39.8%
第12節,清水エスパルス,横浜ＦＣ,2,3,0,3,2020.8.22 18:00 Kick Off,曇,全面良芝,"4,417人",29.2℃,49.7%,58.9%,52.7%,55.4%,67.4%,53.6%,19.21,15.49,2.74,0.98,9.75,11.80,81.69,14.64,1.04,1.331,12,(25.0%),8,0,652,(86.7%),14,(35.7%),16,1,2,12,(91.7%),5,(80.0%),10,(50.0%),18,0,1,0,0,44,13,109,11.0%,55.8%
第13節,横浜ＦＣ,セレッソ大阪,1,2,1,0,2020.8.30 18:00 Kick Off,晴,全面良芝,"3,373人",29.1℃,64.7%,69.2%,51.5%,50.4%,59.9%,67.9%,19.86,16.64,1.51,1.70,10.51,3.17,75.40,9.43,0.94,1.158,16,(6.3%),5,0,591,(85.1%),29,(10.3%),10,2,10,15,(86.7%),10,(70.0%),16,(81.3%),14,2,1,0,0,50,13,101,15.8%,60.3%
第14節,サガン鳥栖,横浜ＦＣ,3,0,0,0,2020.9.5 18:45 Kick Off,曇,全面良芝,"3,265人",25.5℃,59.3%,46.9%,41.3%,51.4%,47.7%,52.6%,12.61,11.17,0.39,1.06,3.58,0.00,73.25,12.34,0.14,0.793,10,(0.0%),2,0,500,(82.0%),14,(7.1%),5,4,5,24,(83.3%),8,(62.5%),17,(82.4%),17,0,1,2,0,34,13,107,9.3%,49.1%
第15節,ＦＣ東京,横浜ＦＣ,2,1,0,0,2020.9.9 19:00 Kick Off,晴,全面良芝,"4,941人",28.6℃,36.7%,48.5%,50.8%,56.6%,45.3%,59.9%,13.43,10.64,2.57,0.21,9.93,3.08,79.56,15.07,0.00,1.109,13,(7.7%),5,0,434,(77.2%),14,(42.9%),11,5,6,27,(88.9%),7,(14.3%),29,(62.1%),32,2,2,1,0,31,9,115,11.3%,50.1%
第16節,横浜ＦＣ,名古屋グランパス,3,2,1,3,2020.9.13 18:00 Kick Off,曇一時雨,全面良芝,"3,290人",24.5℃,41.2%,52.5%,38.2%,32.5%,32.8%,43.9%,11.98,10.00,0.51,1.48,8.77,8.66,60.98,26.12,0.04,1.704,12,(25.0%),5,0,386,(76.9%),8,(12.5%),2,2,3,23,(78.3%),11,(54.5%),17,(41.2%),44,1,2,0,0,29,9,99,12.1%,40.1%
第17節,大分トリニータ,横浜ＦＣ,1,0,0,0,2020.9.20 18:00 Kick Off,曇,全面良芝,"6,105人",22.2℃,53.3%,38.4%,37.9%,56.1%,54.1%,67.3%,13.71,12.13,1.58,0.00,4.97,0.00,102.33,13.04,2.52,1.911,11,(0.0%),3,0,544,(78.3%),11,(27.3%),6,2,4,20,(80.0%),3,(0.0%),19,(68.4%),16,1,1,3,0,33,8,113,9.7%,52.3%
