Round,Hteam,Ateam,Hscore,Ascore,WorL,Preview,Review,H_comment,A_comment
明治安田生命Ｊ３リーグ　第8節,熊本,福島,2,0,3,"中３日で続いた３連戦のラスト、２試合続けてのホーム戦を戦う熊本が福島を迎える。

勝点で並ぶ鳥取と対戦した前節、谷口 海斗の２試合連続となるゴールで立ち上がり４分に先制した熊本だったが、わずか５分後に追いつかれて今季初めて引き分け、７連勝で首位を守る秋田との勝点差は『５』に広がった。

後半はボールを握る時間も増やし決定機も作ったが、追加点を奪えなかった。また失点が続いている守備も、あらためて細部の確認が必要となる。短期間で修正し、結果を出して次節の秋田との直接対決につなげたい。

対する福島は明治安田Ｊ３第２節以降勝利がなく、１勝３分３敗の15位とまだ波に乗れていない。ただ、前節はYS横浜に逆転負けを喫したが、第３節、第５節、第６節と引き分けている３試合はいずれも、後半に追いついて勝点を拾う粘り強さを見せている。熊本は試合序盤の得点が多いため、ゲームの入りと終盤をうまくコントロールすることが、今季２勝目を目指す上でのテーマの１つになりそうだ。

［ 文：井芹 貴志 ］","前節とまったく同じ先発で臨んだ熊本に対し、福島は７人を入れ替え、前節はベンチを外れていた選手や、後半から途中出場した顔ぶれが先発に復帰した。

ゲームは熊本が徐々にボールを握って福島を押し込む状況を作るが、球際で厳しく対応する福島に対してボールを失うシーンも見られ、逆に福島はカウンターなどシンプルな攻撃で熊本ゴールに迫る。しかし、お互いに最後のところで精度を欠いて得点には結べず、前半を折り返した。

後半、攻撃のテンポを上げた熊本は60分頃までに立て続けにチャンスを迎えるが、ことごとく枠を外れる。しかし70分、一気に３枚代えで入ったばかりの３人が絡み、浅川 隼人の今季初ゴールでようやく先制。さらに80分、約20mの距離から伊東 俊がミドルを突き刺し２－０。

このまま熊本が逃げ切って今季６勝目。福島は７戦勝ちなしとなった。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第9節,秋田,熊本,2,1,0,"リーグが中盤戦へと差しかかる明治安田Ｊ３第９節。首位の秋田と、首位を勝点差５で追走する２位タイの熊本が相まみえる。

秋田は前節、アウェイでYS横浜に１－０で競り勝った。互いに決定機を逃して迎えた後半、ギアを上げて攻勢に出た秋田が江口 直生の直接FKで先制する。その後はYS横浜の反撃を粘り強い守備で断ち切り、８連勝を達成した。

吉田 謙監督は「連勝は関係ない。目の前の相手、目の前の試合に夢中でやろうとチーム全員が戦っている」とスキを見せず、熊本戦に向けて準備を整える。

一方の熊本も前節はホームで福島を２－０で下した。福島のカウンターを浴びる場面もあったが冷静に対処し、つないで崩す攻撃で得点を重ね、４試合ぶりの無失点とした。こうして迎える直接対決。これ以上離されないためにも必勝態勢で臨む。

秋田が好成績だからこそ実現する激闘必至の上位直接対決。この試合を楽しまない手はない。感染症対策で声援を送れない状況ではあるが、千田 海人は「サポーターの方々の姿を見るだけで勇気づけられる」と話している。だからこそ地元のファン・サポーターはぜひ、ソユースタジアムに足を運んでチームの背中を押してほしい。一人ひとりの気持ちが力となり、秋田を勝利に近づけるはずだ。

［ 文：竹内 松裕 ］","良い入りをしたのは風上を選択した秋田。２トップを先頭に鋭い動きで熊本にプレッシャーを掛けていく。熊本も落ち着き、パスで秋田を左右に揺さぶりミドルシュートを放つ。

しかし秋田の勢いは止まらず、徐々に熊本を押し込んでいく。いくつかの決定機で精度を欠いていた秋田だが、ついに35分、先制に成功する。右CKを中村 亮太が決めた。

さらに秋田が得点を重ねる。左サイドをドリブル突破した茂 平が鋭いシュートを放ち、GKがはじいたボールを沖野 将基が押し込んで２－０とする。

後半は熊本が息を吹き返す。流れるようなパスワークで敵陣に迫り、浅川 隼人のミドルシュートで１点を取る。熊本はなおも押し込むが１点が遠く、２－１で試合終了。

注目の上位対決は秋田に軍配。秋田が開幕９連勝を達成した。

［ 文：竹内 松裕 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第10節,熊本,八戸,2,2,1,"前節、今季２敗目を喫した熊本は12位の八戸を迎える。

開幕から８連勝中の秋田に今季初の土をつけようと挑んだ熊本だったが、２点を追う展開に。後半から出場した浅川 隼人の２試合連続ゴールで１点差に迫ると、終盤にかけても得点機を作りながら追いつくことはできなかった。秋田との勝点差は『８』に開き、勝点、得失点差で鳥取と並んでいるため、まずは連敗を避けること、その上で複数得点を挙げて、単独２位の状況に持ち込みたい。

一方の八戸は前節、ホームで鳥取を下して５試合ぶりの勝利を挙げた。谷尾 昂也の１点にとどまったものの、上位の鳥取を相手に優位な時間を多く作って試合を進めており、内容も伴った結果を得たことは大きな自信となるはず。初の連勝で勢いをつけ、浮上の足がかりをつかみたい一戦となる。

ともに［４－３－３］のフォーメーションを採用し、サイドからの攻撃に特徴を持つチーム同士。左右両サイドのスペースでの主導権争いに注目だ。

［ 文：井芹 貴志 ］","熊本は前節から２人を入れ替え、伊東 俊と浅川 隼人が今季初スタメン。八戸は前節と同じ先発でキックオフを迎えた。

８分、中央をドリブルで運んだ前田 柊から秋吉 泰佑とつないだ八戸は、左サイドでフリーでボールを受けた佐藤 和樹が思い切って狙い、先制に成功。前節に続いて追う展開となった熊本だが、16分に谷口 海斗の今季６点目で同点とすると、その後は相手陣内でゲームを進め、45分、中原 輝が決めて前半のうちに逆転した。

しかし後半から３人を交代した八戸は、熊本がボールを握って攻めた序盤をしのぐと、63分に交代出場の中村 太一が決めて追いつく。その後は終盤にかけて再び熊本が八戸ゴールに迫るが、勝ち越しゴールは生まれず。

どちらもリードした状態を守れずに、勝点２をこぼす格好でのドローとなった。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第11節,熊本,岩手,3,1,3,"えがお健康スタジアムでは、３位の熊本と13位の岩手が対戦する。

熊本は前節、八戸をホームに迎えた。同日、先に行われていたゲームで秋田が讃岐と引き分けていたため、勝てば首位・秋田との勝点差を詰められる状況にあったが、後半に追いつかれて勝点を１加えるにとどまり、３位に後退。２位の鳥取、そして４位・長野との勝点差はともに『２』となっており、今節はなんとしても勝点３を上積みすることが求められる。前節はシュートの意識も高く決定機を多く作りながら、３点目を奪えずに勝点を落とした側面もあるため、同じくチャンスを数多く作り確実に決めることが必要。併せて、失点が続いている守備をいかに修正できるかがカギとなる。

対する岩手は、前節・長野戦に敗れて５試合ぶりの黒星。４失点したものの守備の組織を破られたものではなく、自陣でのミスが失点につながっている。そうした点を踏まえると、若干メンバーを入れ替えて臨む可能性もある。リーグ２位タイの18得点を挙げている熊本の攻撃を抑えれば自信にもつながるため、粘り強い対応から勝点奪取につなげ、再び勢いをつけたい。

昨季は熊本が２勝しているカードだが、果たして今節の行方は。

［ 文：井芹 貴志 ］","ホームの熊本、アウェイの岩手ともに前節からは２人を入れ替え。熊本は髙橋 利樹が先発に復帰したほか、黒木 晃平が９試合ぶりのスタメン。岩手も宮市 剛と脇本 晃成が先発に復帰した。

立ち上がりはお互いにボールを握れず落ち着かなかったが、徐々に熊本がペースを握って押し込み、23分、中原 輝が２試合連続となるゴールを決めて先制。さらに41分、伊東 俊が倒されて得たPKを髙橋が決め、熊本がリードを広げて前半を折り返した。

岩手は52分、自陣でのボール奪取からカウンターを仕掛け、小谷 光毅が左から決め１点を返す。しかし熊本は59分、中央でのコンビネーションから右へ展開し、最後は髙橋がこの日２点目を挙げて再び２点差に。岩手の追撃を許さずこのまま逃げ切って、３試合ぶりの勝点３を手にした。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第12節,沼津,熊本,0,3,3,"昨季は熊本が沼津にシーズンダブルを達成した両者の対決。三度目の対戦となる今節、沼津が熊本からの初勝利を目指し、ホームで激突する。

11位の沼津は、試合ごとにチームとして右肩上がりの成長を見せているが、３連敗と結果が伴わない苦しい時期を過ごしている。ただ前節・鹿児島戦は、開幕戦以来の複数得点を獲得し、攻撃面に成長も感じられる。特にFWとサイドハーフのポジショニングについては、「だいぶ立ち位置が良くなってきた」と今井 雅隆監督も手ごたえを感じており、テンポの良いボール回しから相手のプレッシャーを回避する機会も増加。それだけに「ステップアップしていることを現実としてとらえながら、どう連敗から脱出するか」（今井監督）が熊本戦のポイントだ。

対する２位タイの熊本は、前節・岩手戦で３戦ぶりに勝利を収めた。ただ、開幕戦からの４連勝以降、連勝がない。首位を走る秋田にこれ以上引き離されないためにも、今節は二度目の連勝を目指す。

リーグ２位タイの得点数を誇る熊本の攻撃は、沼津が警戒している点でもある。連敗脱出に向けて、組織的な守備を持続させて強力な攻撃陣を封じられるか。

［ 文：森 亮太 ］","ボールをつないで華麗なパスワークから攻撃を仕掛ける熊本。守備でも前線から積極的にプレスを掛けて相手に自由を与えず、序盤から沼津を圧倒。すると飲水タイム直前の26分、ハイプレスから沼津のパスミスを誘発し、ボールを奪った谷口 海斗が決めて熊本が先制する。

63分に石川 啓人のクロスをニアで浅川 隼人が飛び込み追加点。終了間際には、カウンターから谷口がドリブルで持ち運び、狙い澄ましたシュートを決めてこの日２得点目。

沼津も栗原 イブラヒム ジュニアや中山 雄希ら攻撃陣を投入したが、無得点のままタイムアップ。沼津は泥沼の４連敗、対する熊本は、２得点を挙げた谷口の活躍もあり、単独２位に浮上した。

［ 文：森 亮太 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第13節,富山,熊本,2,3,3,"攻撃サッカーを看板に掲げる２位の熊本と７位の富山がぶつかる。富山はホームゲームの前節・八戸戦が雷雨のため中止になった。一方の熊本は前節・沼津戦から中２日で今節を迎える。コンディショニングの面では富山が断然有利だが、熊本は前節を３－０で快勝して勢いに乗っている。この違いが勝負にどのような影響を与えるのか興味深い。

１試合平均得点は熊本がリーグトップの2.0点で、富山が同３位の1.91点。いずれもパスをつなぎながら相手を揺さぶるスタイルで、前線にはシュート力やスピードに秀でた選手を擁している。熊本は前節に２得点を挙げた谷口 海斗が計８ゴールとし、得点ランキングで首位に並んだ。一方の富山は武 颯が４得点をマークしているほか、昨季チーム得点王の大谷 駿斗に直近の明治安田Ｊ３第11節・今治戦で今季初得点が生まれた。どちらのストライカーが決定力を見せつけるか注目したい。

１試合平均失点も熊本がリーグ４位タイの少なさである1.08点、富山が同６位の1.09点と似通っている。攻め合いが楽しみな一戦だが、同時に守りでの粘り強さがポイントになりそうだ。

［ 文：赤壁 逸朗 ］","中２日の熊本だが、アグレッシブな立ち上がりを見せる。一方の富山は守備意識を高く持って対応していたが、熊本が25分にスキを逃さずに先制点を奪った。酒井 崇一がディフェンスラインの裏へ浮き球のパスを供給し、呼応して抜け出した髙橋 利樹が流し込んだ。髙橋は33分にも相手陣でボールを奪って鮮やかなコントロールシュートをゴール右上に決めた。

富山も38分に花井 聖が相手ゴール前のミスパスを押し込み１点を返して後半に望みをつなぐ。51分にはCKから戸根 一誓がヘディングで決めて追いついた。

しかし、熊本も盛り返して81分に右CKからの流れで混戦から酒井が決めて勝ち越すと、そのまま押し切って３連勝を飾った。

［ 文：赤壁 逸朗 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第14節,熊本,長野,1,2,0,"中３日で行われる予定だった熊本対長野のゲームは、台風10号の影響でウィークデーの開催となった。

熊本は前節、３－０と快勝した前々節・沼津戦とは対照的に、富山相手に苦戦を強いられた。前半のうちに髙橋 利樹の技ありの２ゴールでリードしながら追いつかれる展開。しかし終盤、酒井 崇一がＪリーグ初ゴールとなる決勝点を挙げ、今季二度目の３連勝を飾った。髙橋をはじめ谷口 海斗、中原 輝の３トップがけん引する攻撃は、リーグ最多タイ（９月６日開催終了時点）の27得点。個人へのマークが厳しくなる中、いかにコンビネーションで相手守備網を破るかが注目される。

対する長野は３試合続けてのアウェイゲーム。今治と戦った前節も、明治安田Ｊ３第12節の鳥取戦に続いて先制しながら追いつかれての引き分けで勝ちを逃した。得点はいずれも素晴らしいミドルシュートだったが、アタッキングサードでのコンビネーションからフィニッシュに持ち込む形は多く作れている。複数得点を挙げて勝利の可能性を高めるためにも、ゴールに結ぶためのアイディアや精度が求められる。併せて、熊本の攻撃をどう抑えるかもポイントだ。

熊本が連勝を『４』に伸ばすか、それとも長野が４試合ぶりの勝利を挙げるか。Ｊ２昇格争いも左右する一戦だ。

［ 文：井芹 貴志 ］","台風の影響で延期となっていたゲーム、熊本が前節と同じメンバーで臨んだのに対し、３試合連続のアウェイ戦となる長野は７人を入れ替え。序盤は速い出足で熊本にプレッシャーを掛ける長野がペースをつかみ、サイドをえぐる形で攻め込む。しかし熊本もゴール前ではしぶとくはね返し続け、30分を過ぎて流れを引き寄せるが、どちらもゴールは奪えず折り返した。

後半に入って熊本が攻め込みチャンスを作る中、66分、リスタートの流れから三田 尚希が決めて長野が先制。熊本もその３分後、右からのクロスを谷口 海斗が合わせて追いつく。しかし長野は77分、交代出場の佐野 翼が２点目を奪って勝ち越し。終盤にかけて熊本も押し込むが、このまま長野が逃げ切って４試合ぶりの勝利。連勝が３で止まった熊本は、５試合ぶりの敗戦となった。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第15節,熊本,相模原,2,0,3,"台風10号の影響で９月６日のゲームが中止となり、今週水曜日に明治安田Ｊ３第14節を戦った熊本は、中２日でホームに８位の相模原を迎える。

首位・秋田との勝点差を積めるチャンスだった熊本だが、前節は長野に１－２で敗れた。順位は２位をキープしているものの、３位・鳥取との勝点差は２となっており、ここで連敗するわけにはいかない。

前節は前半こそ長野の早いプレッシャーを受け、効果的な攻撃ができなかったが、後半に入ってからは流れを引き寄せ、先制を許しながら谷口 海斗の今季９点目で追いついた。しかし、球際への寄せの甘さから勝越し点を許しており、大木 武監督が「一人ひとりの距離がちょっと遠かったので、もう少しカバーリングの距離を短くしたい」と話しているとおり、守備面の修正がこの試合のポイントになりそうだ。

一方の相模原は前節、福島を相手に３得点を奪い、３試合ぶりの勝利。総得点ではリーグ11位タイながら、ここまでで勝ったゲームはすべて複数得点を記録しており、早い時間に先制して勢いをつけ、自分たちの流れに持ち込みたいところ。他チームの結果次第では大きく順位を上げる可能性もあり、Ｊ２昇格圏の熊本を相手に今季二度目の連勝を狙う。

昨季は相模原が２勝しているカードだが、果たして今節の行方は。

［ 文：井芹 貴志 ］","前節から中２日でのゲームとなった熊本は、先発を２人入れ替え、１年目のDF菅田 真啓が初スタメン。一方、相模原はFWに昨季まで熊本に在籍した三島 康平が３試合ぶりに先発復帰した以外は、前節と同じメンバーでキックオフを迎えた。

試合は立ち上がりからボールを握った熊本のペース。だが相模原も得点を許さず、奪ってから距離の長いカウンターを試みる。20分前後からは熊本が多くのCKを得るなど押し込むが、スコアレスで折り返した。

後半も同様の展開で時間が進み、両ベンチがそれぞれFWを交代して勝負に出る。すると64分、代わって入ったばかりの浅川 隼人が中央の浮き球から今季４点目を決めて熊本が先制。相模原も猛攻を仕掛けるが、熊本は終了間際にFKから再び浅川が決めて２－０とし、このまま逃げ切った。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第16節,藤枝,熊本,1,2,3,"４位以下はかなりの混戦となっている明治安田Ｊ３だが、そこを抜け出していきたいのが、Ｊ２昇格を大目標としている藤枝。その中で今節は勝点差６で２位につける熊本との直接対決を迎える。

また、総得点では熊本が１位、藤枝が２位ということで、攻撃力のある質の高いサッカーを見せているチーム同士の見ごたえのある戦いも期待できる。直近６試合で比較すると、藤枝が５勝１敗（13得点／９失点）、熊本が４勝１分１敗（14得点／７失点）。得失点差では熊本が優位だが、勝点では藤枝が上回っている。

その要因の１つに、藤枝は最近の５勝のうち３つが逆転勝ちと勝負強さが出てきていることが挙げられる。相変わらずセットプレーからの失点は多いが、秋本 倫孝がケガから復帰して守備が安定し、２トップの大石 治寿と吉平 翼も好調なので、接戦になれば勝てるという自信が出始めている。

もちろん熊本としても、首位・秋田を追走していくためには負けられない一戦。大木 武監督のサッカーが浸透して結果にも結びついているので、そのアグレッシブなスタイルを今節も存分に発揮してくるはずだ。その意味では、石﨑 信弘監督が作り上げてきた攻守のバランスがとれたサッカーとの真っ向勝負も非常に楽しみになる。

［ 文：前島 芳雄 ］","前半は熊本が押し気味に試合を進め、藤枝も多彩な攻撃によく耐えていたが、45＋１分に右CKのこぼれ球を河原 創が押し込んで熊本が先制。

だが、54分に髙橋 利樹が一発退場となり熊本が10人に。前からのプレッシャーが掛からなくなった中で藤枝が猛攻を仕掛け、62分に吉平 翼のゴールで藤枝が追いつく。

その後も藤枝がセットプレーを絡めて何度も決定機を作ったが、GK内山 圭が神懸かり的なセーブを連発して勝ち越し点を許さない。

そして90＋１分、自陣からのロングボールを自分のものにした浅川 隼人が、GKが前寄りにいたスキを見逃さず超ロングシュートを放つと、これがGKの頭上を越えてゴールイン。GK内山の大活躍と浅川の劇的な一発で、10人の熊本がＪ２昇格争いのライバルである藤枝から非常に大きな勝点３を奪い取った。

［ 文：前島 芳雄 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第17節,熊本,YS横浜,2,0,3,"今節でリーグ戦は折り返し。前節から中２日、２位の熊本がホームに12位・YS横浜を迎える。

前節、藤枝と対戦した熊本は、前半終了間際に先制。後半に入って髙橋 利樹が退場となり、追いつかれて以降も防戦一方となったが、GK内山 圭の好守などで耐え、アディショナルタイムに入って交代出場の浅川 隼人が２試合連続となる劇的な決勝ゴールを決め連勝。勝点を35に伸ばして、首位の秋田を追走する。昨季は２引き分けに終わったYS横浜から初勝利を挙げて、後期に向けて勢いをつけたい。

対するYS横浜は３戦続けてのアウェイゲームとなる。前節は鹿児島と対戦して前半にクロスから失点し、追う展開となった。しかし後半に入って音泉 翔眞のゴールで追いつくと、終了間際に得たPKを宮尾 孝一が決めて逆転勝ち。今季初の連勝を飾った勢いそのままに、上位の熊本からも白星を狙う。

勝点の状況や順位には開きがあるが、ともに前節は終了間際の決勝点で勝ちを引き寄せており、最後まで目が離せない展開になりそうだ。

［ 文：井芹 貴志 ］","熊本は髙橋 利樹の出場停止を受け、２試合連続得点中の浅川 隼人が７試合ぶりに先発。一方、今季初の３連勝を狙うYS横浜は３人を入れ替え、前節・鹿児島戦で得点に絡んだ田場 ディエゴが初先発となった。

ゲームは序盤から出足で上回る熊本が圧倒し、YS横浜陣内で試合を進める。崩し切って得点に結ぶことはできなかったものの、26分、左のショートコーナーからつなぐと、ボックス外でボールを受けた中原 輝が左足で狙い、熊本が先制。

後半に入っても熊本がボールを動かして押し込む展開。YS横浜は積極的に交代カードを切って攻めに出るが、カウンターのチャンスも得点に結べない。逆に熊本は66分、相手ゴール前でのミスを逃さず谷口 海斗が追加点。

終盤にかけYS横浜もチャンスを迎えるが、このまま熊本が無失点で３連勝。勝点を38に伸ばし、首位・秋田との勝点差を『２』に詰めた。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第18節,Ｇ大23,熊本,2,0,0,"長丁場のリーグ戦も折り返し地点を回り、後半戦に突入する。

Ｇ大23は前節、岩手に０－１で敗北を喫した。４連敗となったが森下 仁志監督は「ゲーム自体はとても良かった」と一定の満足感を口にしている。

トップチームに人材を送り出していることもあり、岩手戦では唐山 翔自やボランチの奥野 耕平らが欠場。二種登録を含むユース組４人が先発しながらも、随所でチャンスは作り出していた。

試合の前日までメンバー構成が定まらない難しい立ち位置のＧ大23だが、ホームで迎え撃つ熊本戦で目指すのは５試合ぶりの勝利である。

熊本にはアウェイで０－１で競り負けているものの、内容自体はまったくの互角だった。「今度戦うときには取り返したい」と森下監督はリベンジを誓っていたが、２位の熊本に対して真っ向勝負で挑むことになる。

３連勝中の熊本は首位・秋田との勝点を『２』に縮めただけに、アウェイでも勝利を目指すはずだ。熊本はリーグ最多の得点力を誇るが、Ｇ大23もツボにハマったときの攻撃力はリーグ屈指。互いに攻撃性を忘れない見ごたえのある試合が期待できそうだ。

［ 文：下薗 昌記 ］","４連敗中のＧ大23と３連勝で首位を視界に捉える熊本の顔合わせは、直近の成績が前半の試合展開に表れた。

立ち上がりからほぼ一方的にＧ大23を自陣にクギづけにした熊本は、前半だけで二度ポストにシュートが嫌われたものの、優位に試合を運んでいく。

前日に首位の秋田が勝利していることもあって、勝利が不可欠だった熊本は後半に入っても主導権を握ったが、55分に投入された山口 竜弥が58分に豪快なミドルシュートを叩き込み、Ｇ大23が先手をとった。

浅川 隼人ら３人のカードを切り、攻撃への圧力を高めたかった熊本だが、Ｇ大23は技術力の高さを発揮し、プレスを回避。先制後は、熊本に対して互角以上に渡り合うと、85分にはカウンターから唐山 翔自のラストパスを白井 陽斗が豪快に蹴り込んで熊本を突き放した。

好調の熊本に勝利し、Ｇ大23が連敗を４でストップした。

［ 文：下薗 昌記 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第19節,熊本,岐阜,2,3,0,"えがお健康スタジアムで行われる２位・熊本と４位・岐阜の上位対決は、今節の注目カードの１つだ。

ホームの熊本は前節、Ｇ大23と対戦。序盤から主導権を握って20本ものシュートを記録するなど押し込んだが得点を奪えず、逆に後半に２点を失い、４試合ぶりの敗戦を喫した。攻撃の形は毎試合できているからこそ、自陣に引いてゴール前を固められた際の打開策が課題。岐阜とは明治安田Ｊ３第５節に対戦して無得点で敗れていることもあり、攻撃の最後を確実に得点に結び、なんとしてもリベンジを果たしたい。

一方の岐阜は前節、沼津を下して連勝を飾り、１試合少ない状況ながら勝点31で４位まで浮上、Ｊ２昇格圏が視野に入ってきた。ゼムノビッチ ズドラブコ前監督の後任にはヘッドコーチを務めていた仲田 建二新監督が就任し、守備でも積極的に奪いにいくなど戦う姿勢をあらためて植えつけたことで、本来の力が発揮され始めている。前節は高崎 寛之が２得点を挙げるなど個々の調子も上向きだ。３連勝を果たしてさらに勢いに乗りたい。

2008年にＪリーグ入りした同期クラブ同士、Ｊ２復帰のために負けられない一戦となる。

［ 文：井芹 貴志 ］","熊本はルーキーの竹本 雄飛が初先発。一方、３連勝を狙う岐阜は２人を入れ替え、川西 翔太と富樫 佑太が２試合ぶりに復帰した。

立ち上がりから押し込んだ岐阜は８分、左からのマイナスの折り返しを川西が決めて先制。熊本はミスも目立ちリズムを作れなかったが、20分、大きな展開で攻め込み、最後は上村 周平が詰めて追いつく。しかし30分、町田 ブライトが２点目を奪い、岐阜のリードで折り返した。

後半、先手を打って交代カードを切った熊本は、ボールを握る時間を増やして両サイドからチャンスを作る。76分、右からの崩しをまたも上村が決めて再び同点としたが、岐阜は85分に交代出場の粟飯原 尚平が勝ち越し点。

このまま岐阜が逃げ切って３連勝、熊本は今季初の連敗となった。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第20節,長野,熊本,1,0,0,"９月は５勝１分と破竹の勢いを見せていた長野だったが、前節はホームで相模原に黒星を喫し、続いていた連勝も『５』でストップした。早い時間に先制を許すと、その後は自陣で待ち構える堅い守備を徹底した相模原を打ち破れずに０－１で敗れ、結果的に２位・熊本との勝点差を縮めることができなかった。

しかし今節は、その熊本との“シックスポイントゲーム”になる。勝つか負けるかで今後の展開が大きく異なる大一番を、長野Ｕスタジアムで戦えることは心強い。

熊本は前節・岐阜戦に続き、上位チームとの直接対決になる。岐阜戦では上村 周平が２ゴールを挙げる活躍を見せたものの守備で踏ん張り切れず、２－３で痛い星を落とした。中２日で遠距離移動を伴う今節になるが、「結果はもう変えることができないし、すぐ試合がくるので切り替えたい」（黒木 晃平）と選手たちは前を向いている。

両チームの勝点差は、わずか『３』に接近している。今後のＪ２昇格戦線に影響を及ぼすであろうビッグマッチを制するのはホームの長野か、それともアウェイの熊本か。

［ 文：吉田 義生 ］","雨の降る中で行われた、３位・長野と２位・熊本の直接対決。開始直後からリーグトップの得点力を誇る熊本が攻め立てるが、長野も直近５試合で１失点という堅守を披露する。

スコアレスのまま迎えた後半、熊本は中原 輝を中心に右サイドから好機を創出した。少し苦しい時間が続いた長野だったが、54分にパスを受けた坪川 潤之がカットインしながら、右足でミドルシュート。これが熊本ゴール左に突き刺さり、待望の先制点を得る。

リードを許した熊本は攻勢を仕掛けるものの、最後まで粘り強い守備で対抗して１点を守り切った長野が１－０で勝利。大一番を制した。

［ 文：吉田 義生 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第21節,福島,熊本,2,3,3,"福島は前節、Ｃ大23と対戦。前半終了間際にイスマイラのヘディングシュートで先制。後半は試合を優位に進め、樋口 寛規とトカチのゴールで追加点を挙げ、３－０と快勝。今季初の連勝を達成した。

ここへきて試行錯誤の末にたどり着いた３バックシステムが機能。守備は安定し、攻撃も良い距離を保てるようになった。また、岡田 亮太や池田 昌生のように複数ポジションをこなせる選手をうまく活用することで、連戦で消耗の激しいポジションの選手を休ませることができている。苦しみながらも積み上げたサッカーが形になってきており、上位・熊本との対戦でも連勝中に見せたサッカーができるかどうか、試金石となる。

一方の熊本は前節、長野との上位対決に敗れて３連敗となり、３位に後退した。４位・岐阜、５位・相模原も迫ってきていることを考えると、Ｊ２昇格のためには負けはおろか引き分けも許されない。ここまで10ゴールの谷口 海斗や６ゴールの浅川 隼人、前々節・岐阜戦で２ゴールを挙げた上村 周平に期待がかかる。

上り調子の福島と、もう負けられない熊本。両チームにとって大きな意味を持つ試合になることは間違いなさそうだ。

［ 文：小林 健志 ］","立ち上がりからアウェイの熊本が攻撃で圧を掛け、２分、上村 周平のパスを受けた河原 創がミドルシュートを決めて先制を果たす。さらに20分、石川 啓人のスルーパスに上村が抜け出しクロス。谷口 海斗が左足で放ったシュートは、GKがはじくもポストに当たってゴールに吸い込まれ、前半で２点をリードした。

後半も優勢の熊本は63分、岡本 知剛のスルーパスを前線の髙橋 利樹が落とし、最後は谷口が右足でゴールに流し込み３点目を挙げた。

しかしここから福島が猛反撃。78分、池田 昌生のロングパスを受けた田村 亮介がゴールを決め１点を返し、さらに87分、雪江 悠人のパスを受けた福島 隼斗がＪ３初ゴールを決め、１点差に詰め寄ったが反撃もここまで。３－２でタイムアップの笛を聞いた。熊本は連敗を『３』でストップさせる４試合ぶりの勝利。福島は３連勝とはならなかった。

［ 文：小林 健志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第22節,YS横浜,熊本,0,0,1,"15位のYS横浜が、ホームで２位の熊本を迎え撃つ。

前節、YS横浜は相模原との“神奈川ダービー”に０－３と敗戦。それでも、決して下を向かない姿勢こそがYS横浜のチームカラー。熊本戦に向けて、「選手たちの底力を引き出せるよう、自分にできるベストを尽くしたい」と再び闘志を燃やすのはシュタルフ 悠紀リヒャルト監督だ。

監督だけでなく、選手たちも前だけを向く。「熊本を倒せれば絶対に自信になる。どん欲に、勝利だけを目指したい」とエースストライカーの宮本 拓弥。佐藤 祐太も「前回対戦では（出場できず）昨季までウチに所属していた浅川（隼人）と戦えなかった。気合いを入れていきたい」と爪を研ぐ。上位チームをホームで撃破し、目標の１ケタ順位達成に向けて、勢いをつけられるか。

対する熊本は前節、３－２のスコアで福島に勝利を収め、Ｊ２昇格圏内の２位に再浮上を果たした。アグレッシブなスタイルのサッカーを常に展開する大木 武監督のもと、勝点を重ねている。注目は前節で２得点を奪った谷口 海斗。前回対戦でもゴールを奪った熊本のエースは、今節もチームを勝利へ導けるか。

［ 文：岩波 陽平 ］","首位を追走する２位の熊本は何度もゴールへと迫っていった。ただ、そこで立ちはだかったのはYS横浜の守備陣。［５－３－２］の堅いブロックと、ボールホルダーへタイトなチャレンジをしてくるYS横浜を崩し切ることができず、得点を奪うまでには到らなかった。

その状況を打開しようと、熊本は後半から古巣対戦となる浅川 隼人を投入。より攻撃に厚みを出してペナルティーエリア内へ進入していった。だが、肝心の最後の精度を欠いてゴールネットを揺らせないまま試合終了。アウェイチームとしては手痛い勝点１を積むこととなった。

［ 文：高澤 真輝 ］",コメントなし,コメントなし
