Round,Hteam,Ateam,Hscore,Ascore,WorL,Preview,Review,H_comment,A_comment
明治安田生命Ｊ３リーグ　第25節,秋田,讃岐,5,0,3,"秋田と讃岐。順位だけ見れば首位と15位の対戦だが、がっぷり四つの緊迫した展開が予想される。その根拠は讃岐の好調ぶりにある。

讃岐は前節、藤枝に１－０で競り勝ち今季初の２連勝を達成。ここ５試合で３勝２分の戦績は秋田や相模原と並びリーグトップで、現在最も勢いのあるチームの１つだ。さらにここまでの34失点中、PKを除くセットプレーでは４失点のみ。セットプレーを得点源とする秋田への強みを備え、虎視眈々と金星を狙う。

ホームの秋田も万全の態勢で迎え撃つ。前節は八戸を２－１で下した。エースの中村 亮太が先制ゴールを叩き込むも、前半終了間際に追いつかれる。後半に立て直し、再び中村が決定力を発揮して勝ち越した。３試合ぶりに勝点３を積み上げて士気は高まっている。

秋田にとっては、エースに当たりが出てきたことによる相乗効果も期待できる。今季の秋田は13人がゴールを挙げており、讃岐のディフェンス陣が中村の動きを意識すればするほど秋田のチャンスが増える。

秋田は開幕から「目の前の一試合」に全力で臨み、この姿勢が24試合無敗の記録に結びついている。そして今節も変わらず、讃岐を上回るためにピッチを走り続ける。そんなひたむきな選手たちのプレーは、観る人の胸を打つに違いない。

［ 文：竹内 松裕 ］","１分に秋田が先制する。ロングボールを齋藤 恵太が頭で落とし、久富 賢が冷静に流し込んだ。止まらない秋田。８分には加賀 健一が最終ラインから持ち込んでクロスを供給。田中 直基が合わせて２－０とする。

試合を落ち着かせたい讃岐は、パスをつないでサイドから打開を図る。15分の森川 裕基のシュートはクロスバーに阻まれた。

それでも、秋田の勢いは持続された。22分には間接FKを受けた江口 直生が近距離からシュートを叩き込んだ。

讃岐はサイドからクロスを送りシュートに持ち込む。しかしGK田中 雄大が連続のファインセーブで失点を許さない。すると40分、FKのこぼれ球を齋藤が押し込んで突き放した。

後半、讃岐はまず１点を取ろうと敵陣に向かったが、秋田の守備にはね返される。対して秋田は選手交代で活性化を図るが、パスが合わずなかなか決定機を作れなかった。しかし90分、中村 亮太がGKの頭上を越すシュートを決めてタイムアップ。秋田が２連勝を達成した。

［ 文：竹内 松裕 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第26節,長野,秋田,0,0,1,"一時は５連勝を記録するなど、Ｊ２昇格に邁進していた長野が足踏み中だ。明治安田Ｊ３第23節・福島戦、前々節・富山戦を落として、今季初めての連敗を喫した。Ｊ２昇格を目指す他チームは勝点を積み重ねており、いよいよ上位争いが接戦となってきた。

富山戦から中３日で行われた前節・Ｃ大23戦は真価の問われる試合だったが、佐相 壱明の活躍もあって３－１で勝利して、３連敗は阻止した。今節も中３日という心身ともに厳しい状況にあるが、過密日程なのは他チームも同じこと。まず自動昇格圏内への再浮上を果たすためにも、今節は正念場になる。首位から白星を挙げて、上昇気流に乗りたい。

秋田は２位・熊本との勝点差を『15』まで広げており、首位を独走中。前節も讃岐を５－０で一蹴し、状態が盤石にあることを見せつけたが、「僕たちは一試合一試合に勝つことだけを考えています」（久富 賢）と選手たちに気の緩みはない。前節から中４日のため長野よりも準備期間はあったが、遠距離移動を伴うアウェイゲームとなる。うまくコンディション調整できるかが勝敗を左右しそうだ。

［ 文：吉田 義生 ］","ここまでリーグ無敗のアウェイ・秋田に対し、3,661人のサポーターの後押しを受けるホーム・長野。Ｊ２昇格を目指すチーム同士のゲームは、序盤から白熱した。

攻守の切り替えや球際の強さなど強度の高い試合に、長野Ｕスタジアムは沸いたもののスコアに変化はない。前半をスコアレスで終えると、後半も同様の展開が続く。

終盤までチャンスは作っても決め切れない状況となり、両チームともに選手交代でピッチ内を活性化したが、やはり得点は生まれない。試合は結局、０－０のままで終了。秋田は無敗が継続し、長野は得失点差により２位に浮上した。

［ 文：吉田 義生 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第27節,秋田,岐阜,1,0,3,"秋田は前節、アウェイで長野と対戦。互いに譲らぬ激闘の末にスコアレスで勝点１を持ち帰った。これで開幕から26試合無敗となり、右肩上がりで積み上げてきた勝点は『62』を数える。

これまでと同様に、長野戦でも秋田は持ち味を発揮した。粘り強く守るべきところを守り、攻めるべきところを攻めた。長野に押し込まれて守備の時間が長くはなったが、攻め上がる場面では相手ゴールに鮮明な矢印を向けて走った。

今節も秋田の選手たちは決して気を抜かず、岐阜戦に全力を注ぐ。その一つひとつのプレーが明快で一貫性があるからこそ、観ている側もチームに思いを重ね合わせて応援することができるのだろう。その意味でも、秋田の試合は一見の価値がある。

一方の岐阜も前節、富山とのホーム戦をスコアレスで終えた。これで３試合連続引き分けと足踏みしているが、２位との勝点差はわずか『３』でＪ２昇格をあきらめる数字ではない。デッドヒートが続く中、前々節には前田 遼一が今季初ゴールを挙げ、DFパウロンの新加入など起爆剤の要素もある。

１カ月前の対戦で、岐阜は秋田に０－５で敗戦していることも忘れてはいけない。秋田は直近の２試合で開始直後に決定機を作っているだけに、岐阜は気持ちを見せるためにも、試合の入り方がポイントになりそうだ。

［ 文：竹内 松裕 ］","良い入りをしたのは風上の秋田。前線にロングボールを送り、はじかれてもセカンドボールを回収して中村 亮太らが連続攻撃を仕掛けていく。

岐阜はしばらく我慢の時間が続いたが得点を許さず、高さのある高崎 寛之やキープ力のある川西 翔太を中心に流れを引き戻そうとする。しかし、秋田も素早いカバーリングで相手を封じた。

スコアレスで折り返した後半は、風上に立った岐阜が押し気味に進める。

秋田は岐阜の攻撃をはね返していくと、66分にセットプレーで先制する。FKのこぼれ球を千田 海人が拾って前線にロングボールを送る。中村が頭で折り返し、山田 尚幸が体を張ってキープしたボールを韓 浩康が蹴り込んだ。

岐阜は最後まで追いすがるが秋田の守備を崩せず。秋田が“ウノゼロ”で勝点３を手にした。

［ 文：竹内 松裕 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第28節,Ｇ大23,秋田,0,2,3,"アウェイに乗り込んだ前節・八戸戦は追う展開を強いられながらも、塚元 大のミドルシュートで１－１に持ち込み、勝点１を手にしたＧ大23。唐山 翔自、川﨑 修平に続き、奥野 耕平、芝本 蓮といった面々も前日に行われた明治安田Ｊ１リーグ戦に出場するなど、着実にトップチームに選手を供給する目的は果たしている。ただ、Ｊ３では直近の６試合で５分１敗。２種登録のユース組が先発の半分近くを占める試合もあり、若い顔ぶれで戦うＧ大23だが、それでも森下 仁志監督は現在のチーム力に自信を見せている。

今節も多くのユース組でチームが構成される可能性はある。立ちはだかる相手は首位の秋田。アウェイでは１－１でしぶとい戦いを演じてみせた。今節、いまだに負け知らずの首位撃破のカギを握るのは17歳の中村 仁郎のパフォーマンスだ。「首位のチームに彼がどれぐらいできるか楽しみ」と話すのは森下監督。日々成長中の中村の輝きなしに秋田の堅守はこじ開けられないだろう。

一方、秋田にとっては勝てば、悲願のＪ２昇格が決まる大一番となる。前節は岐阜を相手に１－０で勝ち、Ｊ３最少失点の堅守は機能中。クラブにとって歴史的な一日になる可能性も十分だ。

［ 文：下薗 昌記 ］","今季最多となる７人の２種登録選手が先発に名を連ねたＧ大23に対して、Ｊ３優勝とＪ２昇格に王手をかけている秋田が立ち上がりから圧倒した。

右サイドから再三、チャンスを作り出していた秋田は34分、GKイ ユノのパスを受けたタビナス ジェファーソンから中村 亮太がボールを奪取。落ち着いてゴールネットを揺らし、先制に成功する。

［４－３－３］にスイッチした後半、攻守にテコ入れを図ったＧ大23が主導権を握り始め、秋田陣内に攻め込む場面が増えた。それでも60分、後半最初の決定機で右サイドを崩して、中村がこの日２点目のゴールをゲット。

Ｇ大23は17歳の中村 仁郎がボールを引き出し、チャンスを作り出すが27試合でわずか８失点という驚異的な堅守を誇る秋田のゴールをこじ開け切れずに試合終了。２位の長野が敗れたことで、Ｊ２昇格と同時にＪ３優勝も決定。秋田の地からサポーターも足を運んだアウェイの地で秋田が歴史的な瞬間を迎えた。

［ 文：下薗 昌記 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第29節,秋田,富山,0,1,0,"Ｊ３優勝・Ｊ２昇格が懸かった前節のアウェイ・Ｇ大23戦でも、今季の秋田らしさが光った。開始から猛然とプレッシャーを掛けて敵陣に迫り、中村 亮太が相手DFのミスを突いて先制する。後半には見事な連係で相手を崩して中村が２点目を挙げた。守備でもしっかり相手に体を寄せて自由にさせず、無失点で乗り切った。

この試合の勝利で昇格を決めたその直後、長野が鳥取に敗れて秋田の優勝も決定。目まぐるしい展開を経て、秋田の選手とスタッフは喜びを爆発させた。

吉田 謙監督は試合終了後のインタビューで、これまでどおり真っ先に秋田県への感謝を述べた。その監督が率いるチームがホームに戻り、一戦必勝の姿勢を貫いて富山と戦う。いまこそ地元のファンやサポーターはスタジアムに足を運び、温かい拍手でチームを称えてほしい。

一方の富山は前節、アウェイで八戸に２－１で勝利し３試合ぶりの勝点３を手にした。昇格圏内との勝点差は『８』で厳しい状況にあるが、２位争いは混沌としておりチャンスはある。

2015年のＪ３降格以降、富山は秋田のホームで４分１敗と勝てていない。しかしもはや相性やジンクスを頭に入れる状況ではないはずだ。上位進出のために、秋田に土をつけようとソユースタジアムに乗り込む。

［ 文：竹内 松裕 ］","秋田は試合の入りからアグレッシブにボールを前線に運んでいく。

秋田の最初の決定機は左サイドから。輪笠 祐士が右足でシュートを放つが、相手GKのファインセーブに阻まれた。

富山はしっかりとボールをつないで秋田のプレスをかいくぐると、右からのクロスを末木 裕也が合わせるも枠を捉えられない。

両チームが激しく競り合う中で、次第に富山が競り合いで優位に立ち、流れをつかんでいく。すると29分に富山が先制する。ゴール前の混戦から、最後は平松 宗が押し込んだ。

０－１で折り返した後半は、追いつきたい秋田が選手交代で活性化を図る。しかし、富山も体を張った守備で失点を許さない。

そのままスコアは動かず試合終了。秋田が今季初黒星を喫し、富山は２連勝を達成した。

［ 文：竹内 松裕 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第30節,熊本,秋田,2,4,3,"あと１つとなった昇格枠への再浮上を目指す５位の熊本が、首位の秋田をホームのえがお健康スタジアムに迎える。

熊本は前節、最下位のＣ大23と対戦。前半からボールを支配して主導権を握り、谷口 海斗の４試合ぶりのゴールで先制したが、後半に入ってFKから追いつかれてドロー。明治安田Ｊ３第25節以降、５戦勝ちなしの状態だが、昇格圏の２位・相模原と勝点差３の５位と、逆転はまだ可能な数字。勝点だけでなく得失点差も伸ばすには、安易に失点しない守備の粘りと、チャンスを確実に得点に結ぶ最後の精度が残り５試合のカギとなる。

一方、首位の秋田は前節、富山を相手に今季初めての黒星を喫した。優勝と昇格を決めて凱旋したホームでの敗戦は、残りのゲームに向けてあらためて気持ちを引き締め、モチベーションを高める契機にもなったはず。ここまでわずか９失点の堅守で熊本の攻撃をはね返し、再び勢いをつけたい。

２位を争うチームの直接対決が多く、結果次第で順位も大きく入れ替わる可能性がある今節。どちらにとっても負けられない一戦だ。

［ 文：井芹 貴志 ］","熊本は右SBで衛藤 幹弥が先発に入ったほか、東出 壮太がベンチ入り。一方、前節、今季初黒星を喫した秋田は３人を入れ替えた。

序盤からボールを握って押し込む中、決定機を作るまでには至らなかった熊本だが、24分、左からのクロスを岡本 知剛が合わせて先制。先制された秋田だが、43分に右CKのチャンスを得ると、ニアですらしたボールを韓 浩康がボレーで突き刺し、前半のうちに追いつく。

後半に入ると、ミスが目立ち始めた熊本に対して秋田がシンプルかつダイナミックな展開で押し込み、62分にカウンターから茂 平が決めて逆転すると、68分に右CKから鈴木 準弥、87分には交代出場の林 容平が追加点を挙げる。

熊本はアディショナルタイムに１点を返すが、このまま逃げ切った秋田が勝点を『71』とした。敗れた熊本は６戦勝ちなし。２位との勝点差が『６』に開き、Ｊ２昇格は一層厳しい状況となった。

［ 文：井芹 貴志 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第31節,秋田,今治,1,3,0,"秋田は前節、アウェイでの熊本戦を４－２で勝利した。

ただ内容を見ると、熊本戦の前半は秋田らしいアグレッシブさがなかなか見られなかった。韓 浩康が「優勝が決まって明確な目標がなくなり、少し緩い雰囲気があった。クリアする場面で声を出さずにお見合いをしてしまうなど、いつもと違うと感じていた」と振り返るように、熊本に押し込まれて先制を許す展開に。それでも前半終了間際に強みのセットプレーで追いついて息を吹き返し、後半に３点を加えて突き放した。韓 浩康は反省しつつも、「先制されても逆転できるのはチームの底力。この試合に勝てたのは大きい」と前を向く。

迎える今節は秋田のホーム最終戦。開幕から28戦無敗というＪリーグ史上初の快挙を成し遂げ、Ｊ３優勝・Ｊ２昇格を達成した歴史的なチームのプレーを地元で見られる最後のチャンスだ。さらに、生え抜きで11年にわたり秋田のクラブの「風土」を作ってきた前山 恭平が現役引退を発表。前山に花を持たせるためにも、勝点３をつかみたい。

一方の今治は前節、長野と対戦。開始早々の楠美 圭史の一発退場もあり、０－１で敗れた。これで今季初の２連敗。残り４試合で２位との勝点差は『７』と開いたが、むしろ目の前の相手に勝つだけというシンプルな状況でもある。シーズン終了後の結果にかかわらず、ここでチーム力を発揮しなければならないはずだ。

［ 文：竹内 松裕 ］","秋田が勢いよく試合に入り、セットプレーを織り交ぜながら押し気味に進める。しかし、先制したのは今治だった。セカンドボールに反応した今治の前線が、秋田の中盤のトラップミスを奪って長い距離を駆け上がり、原田 亘が鮮やかに蹴り込んだ。

この得点で勢いが出た今治に対し、秋田も球際の競り合いで対抗して粘り強く前線にボールを運ぶ。すると前半終了間際に同点弾が生まれる。茂 平がゴール前の混戦を制してうまく流し込んだ。

１－１で折り返した後半の序盤に今治がPKを得るが、秋田のGK田中 雄大が見事にこれを止める。しかし、その直後にCKからのオウンゴールにより、今治が勝ち越しに成功した。

ホーム最終戦を勝利で飾りたい秋田は交代選手を送り込む。それでも今治は集中した守備ではね返し、またもやカウンターを発動。最後は林 誠道が押し込んで勝負あり。

今治が今季最後の３連戦のスタートを勝利で飾った。

［ 文：竹内 松裕 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第32節,鳥取,秋田,0,0,1,"鳥取は前節、アウェイで岐阜に２－０で勝利した。立ち上がりに先制したあと、前半途中にはPKを与えるなど反撃を浴びたが、GK田尻 健がPKストップを含む好守を連発。後半も押し込まれながら守備陣全体で粘り強く守り、完封勝利でＪ２昇格争いに踏みとどまった。とはいえ、残り３試合で２位の長野との勝点差は『５』と厳しい状況に変わりはなく、少しでも勝点を積み上げていくしかない。守備陣はもちろん、２試合連続ゴールと結果を出している三沢 直人など攻撃陣も奮起し、まずは秋田を下して昇格への希望をつなげるか。

秋田は前節、ホームで今治に１－３で敗戦。明治安田Ｊ３第28節での優勝＆Ｊ２昇格決定後、３試合で２敗目となった。その３試合で６失点を喫しており、今季の総失点14は依然としてリーグ最少とはいえ、堅守をベースに独走してきただけに、持ち味が薄れているのは気になるところ。９月の第16節で鳥取と対戦したときはカウンターとセットプレーという武器で得点を重ね、４－０と大勝しており、同様の得意な展開に持ち込んで再現を狙いたい。

［ 文：石倉 利英 ］","明治安田Ｊ３第32節、鳥取対秋田は０－０の引き分けに終わった。

前半は鳥取が左サイドを中心に攻め込み、ゴール前でパスを回す時間帯もあったが、決定機を作るには至らず。一方の秋田は得意のセットプレーでゴールに迫るものの、やはり得点は奪えなかった。

０－０で迎えた後半、鳥取は飲水タイム後にフェルナンジーニョが二度の決定機を迎えたが、秋田GK渡辺 泰広の好セーブなどに阻まれる。秋田も終盤は両サイドを崩して得点に迫ったが、最後までゴールは生まれなかった。

［ 文：石倉 利英 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第33節,相模原,秋田,1,1,1,"明治安田Ｊ３も残り２試合。前節、沼津に競り勝った勝点57の相模原は勝点１差の２位・長野を追う。

その相模原が第33節で対するのは、Ｊ３優勝を決めた秋田だ。三浦 文丈監督は「秋田はＪ３王者。リスペクトの気持ちはありますが、われわれも目標がある。それをつかみ取るためには勝負に出ないといけない」と沼津戦後に力を込めた。

沼津戦で決勝ゴールを決めた才藤 龍治も「秋田は空中戦に強いのですが、セットプレーは相模原の強みでもあります。全員で戦っていきたい」と口にする。絶対に負けられない状況で迎える王者との戦いで挑むのは真っ向勝負。相模原の武器である、最後まであきらめない粘り強いサッカーと17戦無敗の勢いを持って、勝点３を全力で取りにいく覚悟だ。

一方、秋田は前節で鳥取と引き分け、直近４試合で１勝１分２敗。やや失速気味ではあるが、リーグ最多得点でリーグ最少失点である攻守のバランスの良さは健在だ。何より、王者という自負もある。

相模原の熱き思いを、王者はどのように受け止め、はね返すのか。そして猛追する相模原は、王者の壁をどのように打ち破るのか。見どころの多い90分が待っている。

［ 文：小林 了子 ］","キックオフ直後から相模原が気持ちの入ったプレーで相手陣内に攻め入るが、堅守を誇る秋田も冷静に対応。ボールを奪うとシンプルに前線へ送りながら、ロングスローやCKでチャンスを作った。すると37分、秋田がスローインからチャンスをつかむと、最後は鎌田 翔雅が先制ヘッド。だが、追いかける相模原も、42分に才藤 龍治が渾身の同点ゴールを決めて、１－１で前半を終えた。

一進一退の攻防が続いていた後半、ジワジワと秋田が相模原陣内に進入。押し気味に進めたが、相模原も集中を切らさずにゴールを死守。互いに勝利への思いや持ち味を存分に出し、激しい闘志がぶつかり合ったが、両者勝ち越し点を奪えず１－１でタイムアップ。勝点58に伸ばした相模原は、２位・長野の結果により、昇格への望みを最終節に託すこととなった。

［ 文：小林 了子 ］",コメントなし,コメントなし
明治安田生命Ｊ３リーグ　第34節,鹿児島,秋田,3,0,0,"鹿児島は前節で今季のＪ２昇格の可能性が消滅し、金 鍾成監督の退任が発表された。鹿児島としては指揮官が率いたこの２年間の集大成を王者・秋田にぶつけ、来季につながる勝利で締めくくりたい。

前節のＧ大23戦は３点差をつけられながら、後半に怒とうの５ゴールで逆転。連勝を『４』に伸ばした。先制を許した試合では今季初の勝利だったが「反省点の多い内容。より強い気持ちで臨まなければ秋田戦は良いゲームにならない」と金 鍾成監督。「不安定な戦いぶり」と話したキャプテンである酒本 憲幸の言葉が象徴しているような展開だったが、ホームのサポーターの後押しで、試合をひっくり返す底力を発揮した。

ボールをどう動かして攻撃を組み立てるか、守備では前線からの強いプレスをベースにどこでボールを奪うのかなど、意思統一をハッキリさせておきたい。３試合連続ゴール中の薗田 卓馬、Ｇ大23戦でＪリーグ初出場を果たした中村 健人、今季初出場を果たした川森 有真らのプレーも注目ポイントになりそう。残念ながら契約満了となった川森は「６年間の全てをぶつける」と意気込む。

王者・秋田は直近５試合で１勝２分２敗と失速感がある。５試合で７失点を喫した点が気になるところ。無敗で駆け抜けた28試合で８失点だった堅守を立て直し、今季の有終の美は勝利で飾りたい。

［ 文：政 純一郎 ］","立ち上がりから目まぐるしく攻守が入れ替わり、見ごたえのある攻防が繰り広げられる。均衡が破れたのは32分。鹿児島が鋭いパスワークでリズムを作り、中央から酒本 憲幸の浮き球パスをペナルティーエリア内左で収めた砂森 和也が左足を振り抜く。これが右のサイドネットに突き刺さって先制した。

後半に入っても鹿児島の攻撃のギアが上がる。64分には右ショートコーナーから中央に入れ、後方に落としたボールを田中 奏一が豪快に蹴り込んで２点目を挙げた。その３分後には鮮やかなパスワークで攻め入り、途中出場の萱沼 優聖がダメ押し点を流し込んだ。

その後は秋田が王者の意地を見せて攻勢に出るも、鹿児島が体を張った集中力の高い守備でシャットアウト。鹿児島が王者・秋田に快勝し、５連勝で今季を締めくくった。

［ 文：政 純一郎 ］",コメントなし,コメントなし
明治安田生命Ｊ２リーグ　第1節,群馬,秋田,2,1,0,"2021シーズンの開幕戦で、Ｊ２復帰２年目の群馬が、Ｊ２昇格イヤーの秋田を正田醤油スタジアム群馬に迎え撃つ。

群馬は2018年、2019年をＪ３で戦ったため、秋田と四度対戦している。2018年は群馬の２勝、2019年は２分という結果。対戦成績は群馬の２勝２分だが、2019年は２戦ともリードしながら秋田の執念によってドローに持ち込まれた。

秋田・吉田 謙監督は2019年まで沼津を率いたため、群馬は沼津時代の吉田監督とも対戦している。吉田監督（沼津）との対戦成績は１勝２分１敗。『地域のために』というスローガンの下で戦うスタイルに群馬は苦しめられた。Ｊ３で激闘を繰り広げてきたチーム同士がこの開幕戦で激突する。

群馬は奥野 僚右監督２年目。昇格１年目の昨季は20位に終わったが、シーズンラスト６試合は５勝１分と負けなし。最終戦の先発11人中９人が契約を更新し、継続した戦いが可能となっている。大前 元紀、岩上 祐三、渡辺 広大のセンターライン、田中 稔也、加藤 潤也ら若きアタッカー陣がそのまま残っていることが最大の強みだ。ディフェンスラインには畑尾 大翔、藤井 悠太のキャリア組CBを加えて安定感は増した。

対する秋田は昨季のＪ３を独走して優勝。悲願のＪ２昇格を勝ち取っている。シーズンを通じての敗戦はわずかに『３』。守護神・田中 雄大がゴール前に立ちはだかる。勝ち方を知るチームはＪ２初陣での勝利を狙って群馬に乗り込んでくることだろう。秋田には昨季群馬でプレーした高瀬 優孝、2013年に群馬でプレーした増田 繁人が在籍。彼らがどんなプレーを見せるかも注目だ。

開幕戦は独特の緊張感に包まれることが想定されるが、群馬はポゼッションスタイルを貫いてゴールをこじ開けにいく。群馬にとっては負けられない一戦となる。

［ 文：伊藤 寿学 ］","Ｊ２昇格２年目の群馬と、Ｊ２昇格１年目の秋田が、開幕戦で激突した。群馬と秋田はＪ３時代に四度対戦しているが戦績は群馬の２勝２分。今ゲームはＪ２での初対戦となった。

群馬はエース・大前 元紀と新加入・髙木 彰人の２トップ。秋田は、齋藤 恵太と中村 亮太の２トップ。整った２列の守備ブロックを組み、群馬の攻撃を受けていく。

群馬は開始４分、大前の右CKを渡辺 広大がヘッドで捉えてファインゴール。早い時間での先制に成功した。しかし、そのあとに秋田のパワー一辺倒のサッカーに押し込まれるとリズムが悪くなっていく。そしてイヤな展開の中で24分、クロスの折り返しから齋藤に蹴り込まれて同点に追いつかれる。ゲームは１－１で前半を折り返した。

後半は、群馬が前向きにボールを動かすシーンが増えていった。秋田は運動量が落ちたことに加えて、ラフプレーが多く、後半立ち上がりですでにイエローカードが３枚。自分で自分の首を絞めていく。

群馬は64分に、青木 翔大、田中 稔也を投入し流れをつかみにかかるが、直後にCB渡辺が負傷交代するアクシデント。秋田は79分に３枚同時代えで応戦し、１－１のゲームは終盤に一進一退の攻防となった。

群馬は83分、あうんのパスワークで中央突破を図ると、青木の落としを受けた加藤 潤也が右足のコントロールショットで鮮やかにゴールネットを揺らして、乱戦に終止符を打った。

群馬はチームとしてはまだ試運転状態だったが、渡辺、加藤のクオリティーで２ゴールを奪って開幕勝利。秋田は、開幕に照準を合わせてフルファイトしてきたが、Ｊ２初陣を飾れず。Ｊ２昇格２年目の群馬に軍配が上がった。

［ 文：伊藤 寿学 ］","[ 奥野 僚右監督 ]
去年のホーム戦でなかなか勝てなかった中で、今日はファン・サポーターの皆さまに、選手たちが躍動する姿を見てもらって、勝利を届けたいと思っていました。前半の良い時間帯にセットプレーから先制することができましたが、開幕戦は簡単ではありません。相手のスタイルに苦しむ形となり、ミスから失点して同点に追いつかれてしまいました。ハーフタイムではチームの雰囲気が沈んだところが見えたのですが、もう一度、気持ちを切り替えて戦ったことが決勝ゴールにつながりました。選手たちのプレーに私自身も感動を覚えました。ホームのサポーターに勝利を届けることができて良かったです。","[ 吉田 謙監督 ]
秋田の皆さま、いつも選手・クラブを応援していただきありがとうございます。選手たちはひたむきに、全力でプレーしてくれました。挑戦は成長を約束してくれるものですので、これからも意思を貫いて、秋田らしく戦いたいと思います。

－－今日の敗因について。
チャンスを決め切った群馬のほうに軍配が上がったと思います。

－－初めてのＪ２の試合で１点をもぎ取ったが。
敗戦は希望の光になることのほうが多い。その光に向かって、走っていきたいと思います。

－－秋田県民に向けて。
ひたむきに、夢中になってボールを追いかけてゴールを目指すこと。それが秋田らしさですので、秋田一体となって、これからもともに走っていただければ幸いです。"
